REF_AREA_LABEL,TIME_PERIOD,INDICATOR_LABEL,OBS_VALUE
"Yemen, Rep.",2005,"Poverty headcount ratio (2017 PPP, $2.15) (% of population)",10.5
"Yemen, Rep.",1998,"Poverty headcount ratio (2017 PPP, $2.15) (% of population)",8.1
Zambia,2022,"Poverty headcount ratio (2017 PPP, $2.15) (% of population)",64.3
Zambia,2015,"Poverty headcount ratio (2017 PPP, $2.15) (% of population)",60.8
Zambia,2010,"Poverty headcount ratio (2017 PPP, $2.15) (% of population)",64.4
Zambia,2006,"Poverty headcount ratio (2017 PPP, $2.15) (% of population)",64.7
Zambia,2004,"Poverty headcount ratio (2017 PPP, $2.15) (% of population)",61.1
Zambia,2002,"Poverty headcount ratio (2017 PPP, $2.15) (% of population)",56.4
Zambia,1998,"Poverty headcount ratio (2017 PPP, $2.15) (% of population)",47.2
Zambia,1996,"Poverty headcount ratio (2017 PPP, $2.15) (% of population)",46.8
Zambia,1993,"Poverty headcount ratio (2017 PPP, $2.15) (% of population)",59.1
Zambia,1991,"Poverty headcount ratio (2017 PPP, $2.15) (% of population)",57.4
Zimbabwe,2019,"Poverty headcount ratio (2017 PPP, $2.15) (% of population)",39.8
Zimbabwe,2017,"Poverty headcount ratio (2017 PPP, $2.15) (% of population)",34.2
Zimbabwe,2011,"Poverty headcount ratio (2017 PPP, $2.15) (% of population)",21.6
Angola,2000,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",39.41
Angola,2008,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",37.52
Angola,2018,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",52.900000000000006
Albania,1996,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",8.9
Albania,2002,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",11.39
Albania,2005,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",7.290000000000001
Albania,2008,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",3.9
Albania,2012,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",4.81
Albania,2014,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",9.68
Albania,2015,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",3.52
Albania,2016,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",4.67
Albania,2016,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",16.189999999999998
Albania,2017,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",3.63
Albania,2017,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",13.96
Albania,2018,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",2.73
Albania,2018,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",11.32
Albania,2019,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",1.15
Albania,2020,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",1.48
United Arab Emirates,2013,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.0
United Arab Emirates,2018,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.0
Argentina,1980,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.0
Argentina,1986,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",1.83
Argentina,1987,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",2.09
Argentina,1991,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",2.97
Argentina,1992,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",4.09
Argentina,1993,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",4.88
Argentina,1994,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",4.42
Argentina,1995,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",7.399999999999999
Argentina,1996,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",8.35
Argentina,1997,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",7.81
Argentina,1998,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",8.28
Argentina,1999,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",8.92
Argentina,2000,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",10.7
Argentina,2001,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",15.4
Argentina,2002,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",23.97
Argentina,2003,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",12.72
Argentina,2004,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",9.76
Argentina,2005,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",8.01
Argentina,2006,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",6.03
Argentina,2007,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",4.99
Argentina,2008,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",4.8
Argentina,2009,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",4.06
Argentina,2010,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",3.15
Argentina,2011,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",2.11
Argentina,2012,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",2.33
Argentina,2013,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",2.07
Argentina,2014,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",2.13
Argentina,2016,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",2.31
Argentina,2017,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",2.36
Argentina,2018,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",2.87
Argentina,2019,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",3.38
Argentina,2020,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",3.99
Argentina,2021,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",2.8000000000000003
Argentina,2022,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",2.54
Armenia,1996,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",37.0
Armenia,1999,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",44.77
Armenia,2001,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",47.23
Armenia,2002,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",43.69
Armenia,2003,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",39.66
Armenia,2004,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",28.93
Armenia,2005,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",19.37
Armenia,2006,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",15.46
Armenia,2007,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",13.7
Armenia,2008,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",9.22
Armenia,2009,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",13.8
Armenia,2010,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",14.02
Armenia,2011,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",13.13
Armenia,2012,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",11.2
Armenia,2013,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",11.33
Armenia,2014,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",11.36
Armenia,2015,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",9.43
Armenia,2016,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",9.52
Armenia,2017,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",8.08
Armenia,2018,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",9.42
Armenia,2019,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",9.78
Armenia,2020,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",6.72
Armenia,2021,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",8.67
Armenia,2022,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",10.05
Australia,1981,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",1.25
Australia,1985,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",1.34
Australia,1989,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",1.0
Australia,1995,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",1.22
Australia,2001,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.99
Australia,2003,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",1.24
Australia,2004,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.7100000000000001
Australia,2008,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.67
Australia,2010,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.6799999999999999
Australia,2014,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.74
Australia,2016,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.5
Australia,2018,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.74
Austria,1994,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.2299999999999999
Austria,1995,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.24
Austria,1996,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.24
Austria,1997,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.25
Austria,1998,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.49
Austria,1999,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.2299999999999999
Austria,2000,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.24
Austria,2003,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.4
Austria,2004,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.1399999999999999
Austria,2005,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.2
Austria,2006,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.2299999999999999
Austria,2007,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.6
Austria,2008,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.58
Austria,2009,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.73
Austria,2010,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.58
Austria,2011,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.58
Austria,2012,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.72
Austria,2013,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.38
Austria,2014,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.3399999999999999
Austria,2015,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.73
Austria,2016,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.89
Austria,2017,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.4
Austria,2018,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.7000000000000001
Austria,2019,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.7100000000000001
Austria,2020,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.89
Austria,2021,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.53
Azerbaijan,1995,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",38.71
Azerbaijan,2001,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",28.33
Azerbaijan,2002,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",2.56
Azerbaijan,2003,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",3.27
Azerbaijan,2004,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",1.03
Azerbaijan,2005,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.31
Burundi,1992,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",93.01
Burundi,1998,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",94.21
Burundi,2006,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",90.49
Burundi,2013,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",86.67
Burundi,2020,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",86.16
Belgium,1985,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.5
Belgium,1988,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.74
Belgium,1992,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.98
Belgium,1995,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.73
Belgium,1997,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.49
Belgium,2000,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.66
Belgium,2003,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.4499999999999999
Belgium,2004,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.13
Belgium,2005,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.33
Belgium,2006,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.21
Belgium,2007,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.2
Belgium,2008,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.1399999999999999
Belgium,2009,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.16
Belgium,2010,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.2
Belgium,2011,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.29
Belgium,2012,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.2299999999999999
Belgium,2013,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.22
Belgium,2014,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.13
Belgium,2015,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.2
Belgium,2016,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.09
Belgium,2017,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.2299999999999999
Belgium,2018,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.09
Belgium,2019,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.13
Belgium,2020,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.12
Belgium,2021,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.13
Benin,2003,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",80.78
Benin,2011,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",77.62
Benin,2015,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",78.08
Benin,2018,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",53.190000000000005
Benin,2021,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",43.45
Burkina Faso,1994,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",92.27
Burkina Faso,1998,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",90.83
Burkina Faso,2003,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",79.19
Burkina Faso,2009,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",79.99000000000001
Burkina Faso,2014,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",74.22999999999999
Burkina Faso,2018,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",63.1
Burkina Faso,2021,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",60.74
Bangladesh,1983,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",82.73
Bangladesh,1985,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",77.96
Bangladesh,1988,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",82.28
Bangladesh,1991,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",83.08
Bangladesh,1995,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",74.28
Bangladesh,2000,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",71.86
Bangladesh,2005,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",65.13
Bangladesh,2010,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",59.31
Bangladesh,2016,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",51.63
Bangladesh,2022,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",30.03
Bulgaria,1989,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.0
Bulgaria,1992,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.0
Bulgaria,1994,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.0
Bulgaria,1995,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",3.11
Bulgaria,1997,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",7.32
Bulgaria,2001,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",8.110000000000001
Bulgaria,2003,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",4.75
Bulgaria,2006,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",11.48
Bulgaria,2007,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",2.64
Bulgaria,2007,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",4.89
Bulgaria,2008,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",3.51
Bulgaria,2009,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",3.04
Bulgaria,2010,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",4.55
Bulgaria,2011,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",5.11
Bulgaria,2012,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",5.53
Bulgaria,2013,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",4.99
Bulgaria,2014,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",3.95
Bulgaria,2015,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",6.0600000000000005
Bulgaria,2016,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",4.77
Bulgaria,2017,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",3.45
Bulgaria,2018,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",2.31
Bulgaria,2019,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",2.81
Bulgaria,2020,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",1.39
Bulgaria,2021,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",1.97
Bosnia and Herzegovina,2001,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",1.11
Bosnia and Herzegovina,2004,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.72
Bosnia and Herzegovina,2007,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.44
Bosnia and Herzegovina,2011,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.8500000000000001
Belarus,1993,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",12.11
Belarus,1995,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",7.6
Belarus,1998,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",56.7
Belarus,1999,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",51.07000000000001
Belarus,2000,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",43.27
Belarus,2001,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",28.110000000000003
Belarus,2002,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",22.31
Belarus,2003,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",18.76
Belarus,2004,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",10.62
Belarus,2005,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",5.98
Belarus,2006,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",3.54
Belarus,2007,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",2.68
Belarus,2008,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",1.67
Belarus,2009,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",1.79
Belarus,2010,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.8500000000000001
Belarus,2011,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.59
Belarus,2012,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.15
Belarus,2013,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.06
Belarus,2014,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.05
Belarus,2015,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.1399999999999999
Belarus,2016,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.06
Belarus,2017,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.11
Belarus,2018,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.0699999999999999
Belarus,2019,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.02
Belarus,2020,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.0699999999999999
Belize,1993,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",31.76
Belize,1994,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",33.08
Belize,1995,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",28.6
Belize,1996,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",41.48
Belize,1997,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",43.120000000000005
Belize,1998,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",42.77
Belize,1999,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",39.11
Bolivia,1990,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",15.12
Bolivia,1992,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",26.3
Bolivia,1997,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",26.07
Bolivia,1999,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",31.97
Bolivia,2000,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",35.42
Bolivia,2001,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",29.79
Bolivia,2002,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",31.630000000000003
Bolivia,2004,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",21.1
Bolivia,2005,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",25.73
Bolivia,2006,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",22.24
Bolivia,2007,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",18.57
Bolivia,2008,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",15.12
Bolivia,2009,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",14.05
Bolivia,2011,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",10.36
Bolivia,2012,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",10.98
Bolivia,2013,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",9.31
Bolivia,2014,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",8.99
Bolivia,2015,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",8.58
Bolivia,2016,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",10.07
Bolivia,2017,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",9.18
Bolivia,2018,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",7.7
Bolivia,2019,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",5.69
Bolivia,2020,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",6.41
Bolivia,2021,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",5.4
Brazil,1981,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",42.870000000000005
Brazil,1982,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",42.98
Brazil,1983,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",50.92
Brazil,1984,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",50.14999999999999
Brazil,1985,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",45.2
Brazil,1986,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",26.11
Brazil,1987,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",36.47
Brazil,1988,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",39.31
Brazil,1989,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",36.41
Brazil,1990,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",41.59
Brazil,1992,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",40.73
Brazil,1993,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",39.65
Brazil,1995,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",29.67
Brazil,1996,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",29.97
Brazil,1997,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",30.17
Brazil,1998,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",28.87
Brazil,1999,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",29.87
Brazil,2001,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",26.21
Brazil,2002,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",25.33
Brazil,2003,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",26.08
Brazil,2004,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",24.41
Brazil,2005,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",22.35
Brazil,2006,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",19.41
Brazil,2007,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",18.01
Brazil,2008,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",15.69
Brazil,2009,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",14.59
Brazil,2011,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",12.03
Brazil,2012,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",10.63
Brazil,2013,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",9.48
Brazil,2014,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",8.61
Brazil,2015,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",9.28
Brazil,2016,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",10.62
Brazil,2017,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",11.01
Brazil,2018,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",10.88
Brazil,2019,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",10.76
Brazil,2020,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",5.33
Brazil,2021,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",11.26
Brazil,2022,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",8.42
Bhutan,2003,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",41.59
Bhutan,2007,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",26.640000000000004
Bhutan,2012,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",11.93
Bhutan,2017,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",9.42
Bhutan,2022,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",0.47
Botswana,1985,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",63.33
Botswana,1993,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",55.510000000000005
Botswana,2002,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",49.56
Botswana,2009,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",36.67
Botswana,2015,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",38.0
Central African Republic,1992,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",91.14
Central African Republic,2008,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",80.81
Central African Republic,2021,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",85.78
Canada,1971,"Poverty headcount ratio (2017 PPP, $3.65) (% of population)",3.0
